"","x1_gender","x2_seniorcitizen","x3_partner","x4_dependents","x5_tenure","x6_contract","x7_paperlessbill","x8_paymntmethod","x9_mthlycharges","x10_totalcharges","x11_phone","x12_multipleline","x13_internet","x14_onlinesecur","x15_onlinebckp","x16_devprotect","x17_techsupport","x18_streamtv","x19_streammovie","y_churn"
"176","Female",0,"Yes","No",34,"Month-to-month","No","Electronic check",24.7,780.2,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"177","Female",1,"No","No",15,"Month-to-month","Yes","Mailed check",74.45,1145.7,"Yes","Yes","Fiber optic","No","No","No","No","No","No",1
"178","Female",1,"No","No",7,"Month-to-month","No","Bank transfer (automatic)",76.45,503.6,"Yes","No","Fiber optic","Yes","No","No","No","No","No",1
"179","Female",0,"Yes","Yes",15,"Month-to-month","Yes","Bank transfer (automatic)",105.35,1559.25,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes",0
"180","Male",0,"Yes","No",61,"One year","Yes","Credit card (automatic)",20.55,1252,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"181","Female",0,"No","No",1,"Month-to-month","No","Bank transfer (automatic)",29.95,29.95,"No","No phone service","DSL","No","Yes","No","No","No","No",1
"182","Female",0,"No","No",1,"Month-to-month","No","Mailed check",45.3,45.3,"Yes","No","DSL","No","No","No","No","No","No",0
"183","Male",0,"No","No",8,"Month-to-month","No","Bank transfer (automatic)",84.5,662.65,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes",1
"184","Male",0,"Yes","Yes",33,"One year","No","Credit card (automatic)",74.75,2453.3,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes",0
"185","Female",0,"No","No",13,"Month-to-month","Yes","Electronic check",79.25,1111.65,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No",1
"186","Female",0,"Yes","No",1,"Month-to-month","Yes","Electronic check",24.8,24.8,"No","No phone service","DSL","No","No","No","No","No","No",1
"187","Male",0,"No","No",20,"Month-to-month","Yes","Mailed check",51.8,1023.85,"Yes","No","DSL","No","Yes","No","No","No","No",0
"188","Male",0,"No","No",3,"Month-to-month","No","Electronic check",30.4,82.15,"No","No phone service","DSL","No","No","No","Yes","No","No",0
"189","Female",0,"No","No",13,"One year","No","Electronic check",19.65,244.8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"190","Female",0,"Yes","No",40,"Month-to-month","No","Credit card (automatic)",56.6,2379.1,"Yes","Yes","DSL","No","Yes","No","No","No","No",0
"191","Male",0,"Yes","Yes",43,"One year","Yes","Credit card (automatic)",71.9,3173.35,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes",0
"192","Male",0,"Yes","No",6,"Month-to-month","Yes","Electronic check",91,531,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes",1
"193","Female",0,"Yes","Yes",69,"Two year","No","Bank transfer (automatic)",19.75,1375.4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"194","Female",0,"Yes","Yes",72,"Two year","No","Credit card (automatic)",109.7,8129.3,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes",0
"195","Male",0,"Yes","Yes",59,"Two year","No","Credit card (automatic)",19.3,1192.7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"196","Female",0,"Yes","No",20,"Month-to-month","Yes","Electronic check",96.55,1901.65,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","No",0
"197","Male",0,"Yes","Yes",24,"Two year","Yes","Bank transfer (automatic)",24.1,587.4,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"198","Male",0,"No","No",59,"Month-to-month","Yes","Electronic check",111.35,6519.75,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes",0
"199","Male",0,"Yes","Yes",72,"Two year","Yes","Bank transfer (automatic)",112.25,8041.65,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes",0
"200","Male",0,"No","Yes",1,"Month-to-month","No","Mailed check",20.75,20.75,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"201","Female",0,"Yes","No",27,"One year","Yes","Credit card (automatic)",101.9,2681.15,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes",0
"202","Female",0,"No","No",14,"Month-to-month","Yes","Credit card (automatic)",80.05,1112.3,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No",0
"203","Male",0,"Yes","Yes",71,"Two year","No","Electronic check",105.55,7405.5,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes",0
"204","Male",0,"No","Yes",13,"Month-to-month","Yes","Credit card (automatic)",78.3,1033.95,"Yes","No","Fiber optic","No","No","No","No","Yes","No",0
"205","Male",0,"No","No",44,"Month-to-month","No","Credit card (automatic)",68.85,2958.95,"Yes","No","Fiber optic","No","No","No","No","No","No",0
"206","Female",0,"No","No",33,"One year","Yes","Bank transfer (automatic)",79.95,2684.85,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No",0
"207","Male",0,"Yes","Yes",72,"Two year","Yes","Credit card (automatic)",55.45,4179.2,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","Yes",0
"208","Male",0,"No","No",1,"Month-to-month","No","Electronic check",79.9,79.9,"Yes","No","Fiber optic","No","No","No","No","No","Yes",1
"209","Female",0,"No","No",19,"Month-to-month","Yes","Electronic check",106.6,1934.45,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes",1
"210","Male",0,"Yes","No",64,"One year","Yes","Credit card (automatic)",102.45,6654.1,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes",0
"211","Male",0,"No","No",2,"Month-to-month","Yes","Credit card (automatic)",46,84.5,"Yes","No","DSL","No","No","No","No","No","No",1
"212","Female",0,"No","No",1,"Month-to-month","No","Electronic check",25.25,25.25,"No","No phone service","DSL","No","No","No","No","No","No",0
"213","Male",0,"No","Yes",61,"Two year","No","Mailed check",19.75,1124.2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"214","Female",0,"Yes","Yes",29,"One year","No","Electronic check",20,540.05,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"215","Male",1,"Yes","No",23,"Month-to-month","No","Electronic check",86.8,1975.85,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes",0
"216","Female",0,"Yes","No",57,"Month-to-month","Yes","Bank transfer (automatic)",58.75,3437.45,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes",0
"217","Male",0,"Yes","Yes",72,"Two year","No","Credit card (automatic)",45.25,3139.8,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No",0
"218","Male",0,"Yes","No",66,"Two year","Yes","Bank transfer (automatic)",56.6,3789.2,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No",0
"219","Male",0,"Yes","Yes",65,"Two year","Yes","Bank transfer (automatic)",84.2,5324.5,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes",0
"220","Female",0,"No","No",8,"Month-to-month","Yes","Bank transfer (automatic)",80,624.6,"Yes","No","Fiber optic","No","No","No","No","Yes","No",0
"221","Female",0,"No","No",4,"Month-to-month","Yes","Electronic check",70.15,268.35,"Yes","No","Fiber optic","No","No","No","No","No","No",1
"222","Female",0,"Yes","No",71,"Two year","No","Bank transfer (automatic)",24.75,1836.9,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"223","Male",0,"Yes","Yes",1,"One year","Yes","Electronic check",20.2,20.2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"224","Male",0,"Yes","No",4,"Month-to-month","No","Mailed check",50.05,179.35,"Yes","No","DSL","No","No","No","Yes","No","No",1
"225","Female",0,"No","No",12,"One year","Yes","Bank transfer (automatic)",19.35,219.35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"226","Male",0,"No","No",24,"One year","Yes","Mailed check",50.6,1288.75,"No","No phone service","DSL","Yes","No","No","No","Yes","Yes",0
"227","Female",0,"Yes","Yes",31,"One year","Yes","Mailed check",81.15,2545.75,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes",0
"228","Female",0,"Yes","No",1,"Month-to-month","No","Mailed check",55.2,55.2,"Yes","No","DSL","No","No","No","No","Yes","No",1
"229","Male",0,"No","No",30,"Month-to-month","Yes","Credit card (automatic)",89.9,2723.15,"Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes",0
"230","Female",0,"Yes","Yes",47,"Two year","Yes","Credit card (automatic)",85.3,4107.25,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes",0
"231","Male",0,"No","No",54,"Two year","Yes","Credit card (automatic)",108,5760.65,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes",0
"232","Male",0,"No","No",50,"Month-to-month","Yes","Credit card (automatic)",93.5,4747.5,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes",0
"233","Male",0,"No","No",1,"Month-to-month","Yes","Mailed check",84.6,84.6,"Yes","No","Fiber optic","Yes","No","No","No","No","Yes",1
"234","Female",0,"No","No",72,"Two year","No","Credit card (automatic)",20.25,1566.9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"235","Female",0,"No","No",29,"Month-to-month","No","Electronic check",25.15,702,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"236","Male",0,"No","No",2,"Month-to-month","Yes","Mailed check",54.4,114.1,"Yes","Yes","DSL","No","Yes","No","No","No","No",1
"237","Female",0,"No","No",10,"Two year","Yes","Mailed check",29.6,299.05,"No","No phone service","DSL","No","No","No","Yes","No","No",0
"238","Male",0,"Yes","No",18,"Month-to-month","Yes","Electronic check",73.15,1305.95,"Yes","Yes","Fiber optic","No","No","No","No","No","No",0
"239","Female",1,"No","No",11,"Month-to-month","Yes","Electronic check",95,1120.3,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes",1
"240","Male",0,"No","No",16,"Two year","No","Mailed check",19.75,284.35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"241","Female",0,"No","No",72,"Two year","No","Bank transfer (automatic)",86.6,6350.5,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes",0
"242","Male",0,"No","No",72,"Two year","No","Bank transfer (automatic)",109.2,7878.3,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes",0
"243","Female",0,"Yes","Yes",41,"One year","Yes","Credit card (automatic)",74.7,3187.65,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes",0
"244","Female",1,"Yes","No",65,"Month-to-month","No","Electronic check",94.4,6126.15,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes",0
"245","Female",1,"No","No",13,"Month-to-month","Yes","Electronic check",54.8,731.3,"Yes","No","DSL","No","Yes","Yes","No","No","No",0
"246","Male",1,"No","No",4,"Month-to-month","No","Electronic check",75.35,273.4,"Yes","No","Fiber optic","Yes","No","No","No","No","No",0
"247","Male",0,"No","No",41,"One year","No","Mailed check",65,2531.8,"Yes","Yes","DSL","No","No","Yes","No","No","Yes",0
"248","Male",1,"No","No",15,"Month-to-month","Yes","Electronic check",74.4,1074.3,"Yes","No","Fiber optic","No","Yes","No","No","No","No",1
"249","Male",0,"No","No",1,"Month-to-month","Yes","Mailed check",48.55,48.55,"Yes","No","DSL","Yes","No","No","No","No","No",1
"250","Male",0,"No","No",42,"One year","Yes","Electronic check",99,4298.45,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes",0
"251","Female",0,"Yes","No",51,"One year","Yes","Electronic check",93.5,4619.55,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","No",0
"252","Female",0,"Yes","Yes",2,"Month-to-month","No","Electronic check",70.4,147.15,"Yes","No","Fiber optic","No","No","No","No","No","No",1
"253","Male",1,"Yes","No",1,"Month-to-month","No","Electronic check",40.2,40.2,"No","No phone service","DSL","No","Yes","No","No","Yes","No",1
"254","Male",0,"No","Yes",32,"One year","No","Credit card (automatic)",83.7,2633.3,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes",0
"255","Male",0,"No","No",10,"Month-to-month","Yes","Mailed check",19.85,193.05,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"256","Female",0,"Yes","Yes",67,"Two year","Yes","Electronic check",59.55,4103.9,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes",0
"257","Female",0,"Yes","Yes",61,"Two year","No","Credit card (automatic)",115.1,7008.15,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"258","Male",0,"No","No",50,"One year","No","Credit card (automatic)",114.35,5791.1,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"259","Female",0,"Yes","No",2,"Month-to-month","Yes","Credit card (automatic)",44.6,80.55,"Yes","No","DSL","No","No","No","No","No","No",1
"260","Female",1,"Yes","No",29,"Month-to-month","Yes","Electronic check",45,1228.65,"No","No phone service","DSL","Yes","No","Yes","No","No","Yes",0
"261","Male",1,"No","No",3,"Month-to-month","Yes","Electronic check",41.15,132.2,"No","No phone service","DSL","No","No","Yes","No","No","Yes",1
"262","Male",1,"No","No",13,"Month-to-month","Yes","Electronic check",106.9,1364.3,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes",1
"263","Male",1,"Yes","No",57,"Month-to-month","Yes","Electronic check",89.85,4925.35,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes",0
"264","Female",0,"No","No",31,"Two year","Yes","Bank transfer (automatic)",49.85,1520.1,"No","No phone service","DSL","Yes","Yes","No","Yes","No","Yes",0
"265","Female",0,"Yes","No",45,"One year","No","Mailed check",113.3,5032.25,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"266","Female",0,"Yes","Yes",61,"Two year","No","Mailed check",88.1,5526.75,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",0
"267","Male",0,"No","No",50,"Two year","No","Bank transfer (automatic)",24.9,1195.25,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"268","Female",1,"No","No",19,"Month-to-month","Yes","Mailed check",105,2007.25,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes",0
"269","Male",0,"No","No",59,"Two year","No","Mailed check",19.35,1099.6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",1
"270","Female",0,"Yes","No",71,"Two year","Yes","Credit card (automatic)",24.25,1732.95,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"271","Female",1,"No","No",16,"Month-to-month","Yes","Electronic check",94.45,1511.2,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes",1
"272","Male",0,"Yes","No",57,"Two year","Yes","Electronic check",59.75,3450.15,"Yes","No","DSL","Yes","Yes","No","Yes","No","No",0
"273","Male",0,"No","No",1,"Month-to-month","No","Bank transfer (automatic)",24.8,24.8,"No","No phone service","DSL","No","No","No","No","No","No",1
"274","Male",1,"Yes","No",20,"Month-to-month","No","Electronic check",107.05,2172.05,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes",0
"275","Male",0,"No","No",1,"Month-to-month","No","Mailed check",70.6,70.6,"Yes","No","Fiber optic","No","No","No","No","No","No",1
"276","Male",0,"Yes","No",5,"Month-to-month","Yes","Electronic check",85.4,401.1,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No",1
"277","Female",0,"Yes","No",52,"Month-to-month","Yes","Electronic check",105.05,5624.85,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes",1
"278","Male",1,"Yes","No",21,"Month-to-month","Yes","Bank transfer (automatic)",64.95,1339.8,"Yes","No","DSL","Yes","Yes","No","No","No","Yes",0
"279","Male",0,"No","No",14,"Month-to-month","Yes","Electronic check",55,771.95,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes",0
